0.935217572	0.333178409	0.300075126	0.251544079	0.214650053
0.910228124	0.593815673	0.552743082	0.476830308	0.411216784
0.896578996	0.59657428	0.53762183	0.457724401	0.400795886
0.926050247	0.695884128	0.618540965	0.533739346	0.407845317
0.881775464	0.6831128	0.639588113	0.557136419	0.479667776
0.91430249	0.599537228	0.523930966	0.443522684	0.343378785
0.88272615	0.724491903	0.683623653	0.6358078	0.561604636
0.907308161	0.724900585	0.704875143	0.646637887	0.596749623
0.907511879	0.799076459	0.780072723	0.747173782	0.692376682
0.904659823	0.795806999	0.765564494	0.700175294	0.648343282
0.903980762	0.754121384	0.73552633	0.672180543	0.620043394
0.892436723	0.729906946	0.675858685	0.592385285	0.545360296
0.881300121	0.815832442	0.793559246	0.741554397	0.646912963
0.892097193	0.834427496	0.829318964	0.770162172	0.716385612
0.922790754	0.886534514	0.849140066	0.770060002	0.705351721
0.926253966	0.886943197	0.821860509	0.726943998	0.656005706
0.915660613	0.901757938	0.887760562	0.821349656	0.767468442
0.916543392	0.852716037	0.829829817	0.733585089	0.696054645
0.91029603	0.903597009	0.875295746	0.827990746	0.77880883
0.907783504	0.899510184	0.886432344	0.807965304	0.7446855
0.917222453	0.884286761	0.869982873	0.81552593	0.779626156

